,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
8544,Younger than 25,1,Separated,20-39,2,High School or GED Diploma,5,private,Sales,Other,Male,low
16842,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Male,high
2096,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Male,high
14688,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,high
15395,40-49,4,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
3464,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
13990,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Male,low
16305,40-49,4,Married,20-39,2,"Started College, No Diploma",6,private,Management/Business,White alone,Female,low
4982,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,governmental,Education,White alone,Female,low
8609,Older than 70,7,Married,20-39,2,"Started College, No Diploma",6,private,Transport,White alone,Male,low
11079,60-69,6,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Education,White alone,Female,low
5923,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Transport,White alone,Female,low
6669,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Sales,Black or African American alone,Female,low
7559,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
4593,30-39,3,Married,40-49,3,Associate Degree,7,private,Finance/Accounting,White alone,Female,low
17488,40-49,4,Married,40-49,3,Associate Degree,7,governmental,Protective Services,Black or African American alone,Male,low
2940,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Female,low
20660,60-69,6,Married,More than 50,4,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
11276,30-39,3,Married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
19036,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Finance/Accounting,White alone,Male,high
21141,25-29,2,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
12216,60-69,6,Married,20-39,2,High School or GED Diploma,5,governmental,Service/Hospitality,Black or African American alone,Female,low
1139,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
8868,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Education,White alone,Female,low
5559,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Female,low
10226,50-59,5,Separated,More than 50,4,"Started High School, No Diploma",4,private,Management/Business,Black or African American alone,Female,low
18947,40-49,4,Married,40-49,3,No Elementary School,1,governmental,Healthcare/Medical Services,Black or African American alone,Female,low
10104,50-59,5,Married,More than 50,4,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Male,high
6723,25-29,2,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
17782,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Sales,Black or African American alone,Female,low
13368,40-49,4,Separated,More than 50,4,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
21553,40-49,4,Married,More than 50,4,Associate Degree,7,private,"Science, Engineering, Technology",White alone,Male,high
5648,Younger than 25,1,Never married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,high
3230,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,"Science, Engineering, Technology",White alone,Female,high
14851,50-59,5,Separated,20-39,2,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,low
6934,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Protective Services,Black or African American alone,Male,low
16028,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
14006,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,self employed,Sales,Black or African American alone,Male,low
10412,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,governmental,Protective Services,White alone,Male,low
14804,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Male,low
11075,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Female,high
7861,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Male,high
6412,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
9442,Younger than 25,1,Married,Less than 20,1,Bachelor Degree,8,private,Education,White alone,Female,low
15597,Younger than 25,1,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Male,low
11752,40-49,4,Married,20-39,2,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,low
21388,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
16702,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
17753,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
997,50-59,5,Separated,40-49,3,Bachelor Degree,8,self employed,Management/Business,White alone,Female,high
15285,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
1361,50-59,5,Never married,More than 50,4,"Started College, No Diploma",6,self employed,Management/Business,White alone,Female,low
17096,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Female,low
6961,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,high
9253,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,Black or African American alone,Male,low
162,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Sales,Black or African American alone,Female,low
18989,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Male,high
5985,50-59,5,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Management/Business,Black or African American alone,Female,high
19498,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,high
17786,25-29,2,Married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
4783,40-49,4,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Female,high
19771,Older than 70,7,Married,20-39,2,Bachelor Degree,8,private,Office/Administrative Support,White alone,Male,high
21823,40-49,4,Separated,40-49,3,Bachelor Degree,8,governmental,Construction/Extraction,White alone,Male,high
5069,40-49,4,Married,Less than 20,1,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
9788,50-59,5,Married,40-49,3,High School or GED Diploma,5,self employed,Repair/Maintenance,White alone,Male,low
8748,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
14250,30-39,3,Widowed,40-49,3,Associate Degree,7,private,Production/Assembly,White alone,Male,low
12845,25-29,2,Married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,low
3202,50-59,5,Married,40-49,3,High School or GED Diploma,5,self employed,Office/Administrative Support,White alone,Male,low
13473,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,governmental,Education,Black or African American alone,Female,low
19130,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
13567,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Protective Services,White alone,Male,low
19853,Younger than 25,1,Married,20-39,2,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
7117,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
2286,40-49,4,Married,More than 50,4,Bachelor Degree,8,private,Sales,White alone,Female,high
3996,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,self employed,Healthcare/Medical Services,White alone,Male,high
6698,Younger than 25,1,Never married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Male,low
17736,30-39,3,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
2232,60-69,6,Married,40-49,3,Associate Degree,7,private,Repair/Maintenance,White alone,Male,high
4042,60-69,6,Married,40-49,3,Bachelor Degree,8,governmental,Construction/Extraction,White alone,Male,high
5674,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
2008,40-49,4,Married,More than 50,4,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
20792,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Male,low
13710,40-49,4,Never married,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Female,high
20711,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Transport,Other,Female,low
7133,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
16135,Younger than 25,1,Never married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,high
9048,Younger than 25,1,Never married,40-49,3,Bachelor Degree,8,governmental,Management/Business,White alone,Male,low
21763,30-39,3,Married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
7002,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,low
14182,40-49,4,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Male,high
10813,Older than 70,7,Married,20-39,2,No Elementary School,1,private,Transport,White alone,Female,low
13081,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Sales,Other,Male,low
2195,40-49,4,Widowed,40-49,3,High School or GED Diploma,5,governmental,Office/Administrative Support,Black or African American alone,Female,high
3797,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Female,low
15032,30-39,3,Never married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Repair/Maintenance,Black or African American alone,Male,low
15275,Older than 70,7,Married,40-49,3,High School or GED Diploma,5,private,Management/Business,White alone,Male,high
10419,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Office/Administrative Support,Other,Female,low
8472,30-39,3,Married,More than 50,4,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
11370,50-59,5,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,Education,Black or African American alone,Female,high
13509,25-29,2,Married,More than 50,4,Bachelor Degree,8,governmental,Education,White alone,Female,low
1966,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Healthcare/Medical Services,White alone,Male,high
12541,40-49,4,Married,20-39,2,High School or GED Diploma,5,private,Construction/Extraction,White alone,Female,low
1299,30-39,3,Married,More than 50,4,Doctorate Degree,10,private,Education,White alone,Male,high
20422,50-59,5,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Male,high
9373,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,Black or African American alone,Male,low
8347,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
9512,30-39,3,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Management/Business,Black or African American alone,Female,low
19402,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
1974,30-39,3,Married,40-49,3,Doctorate Degree,10,governmental,Management/Business,White alone,Male,high
18912,60-69,6,Married,Less than 20,1,No Elementary School,1,private,Office/Administrative Support,White alone,Female,low
